Airline ;Aircraft with seatmap ;Seat Pitch ;Seat Width ;Video Type ;Laptop Power ;Power Type ;Wi-Fi ;Seat Type 
Virgin Atlantic;Airbus A340-600 (346);31;17.5;On-Demand TV;None;None;Yes;Standard
Virgin Atlantic;Boeing 747-400 (744);31;17.5;On-Demand TV;None;None;Yes;Standard
Virgin Atlantic;Boeing 787-9 (789);31;17.5;On-Demand TV;All Seats;AC Power;Yes;Standard
Virgin Atlantic;Airbus A330-300 (333) V1;31;17.5;On-Demand TV;None;None;Yes;Standard
Virgin Australia;Airbus A330-200 (332);31;17.4;On-Demand TV;All Seats;AC Power;No;Standard
Virgin Australia;Boeing 737-800 (73H);30;17.0;Portable Device;None;None;No;Standard
Virgin Australia;Boeing 777-300ER (773);38;18.5;On-Demand TV;None;None;No;Standard
Virgin Australia;Boeing 777-300ER (773);32;18.5;None;None;None;No;Standard
Virgin Australia;Boeing 777-300ER (773);38;18.5;None;None;None;No;Standard
Volotea;Airbus A320-200 (320);30-33;18;None;None;None;No;Standard
Volotea;Boeing 717-200 (717);30-33;17;None;None;None;No;Standard
WestJet;Boeing 767-300ER (76W);31;17.3;Seatback TV;None;None;Yes;Standard
WestJet;Boeing 767-300ER (76W);38;20;Seatback TV;All Seats;AC Power;Yes;Recliner
WestJet;Boeing 787-9;31-35;17.5;Seatback TV;All Seats;AC Power;Yes;Standard
WOW air;Airbus A330-300 (333) V1;34;17;None;All Seats;AC Power;No;Standard
WOW air;Airbus A330-300 (333) V1;31;17;None;All Seats;AC Power;No;Standard
WOW air;Airbus A330-300 (333) V2;29-31;17;None;All Seats;AC Power;No;Standard
WOW air;Airbus A330-300 (333) V2;35-37;17;None;All Seats;AC Power;No;Standard
Xiamen Airlines;Boeing 757-200 (752) V1;31;18.5;Overhead TV;None;None;No;Standard
Xiamen Airlines;Boeing 757-200 (752) V2;31;18.5;Overhead TV;None;None;No;Standard
Xiamen Airlines;Boeing 787-8 (788);32;17;Seatback TV;All Seats;AC Power;Yes;Standard
Xiamen Airlines;Boeing 787-9 (789);32;17;Seatback TV;All Seats;AC Power;Yes;Standard
